device_id,timestamp,temperature,humidity
A100,2024-04-01 04:30:00,21.72,56.7
B200,2024-04-01 04:30:00,22.0,46.39
C300,2024-04-01 04:30:00,22.62,49.85
A100,2024-04-01 04:40:00,20.38,61.09
B200,2024-04-01 04:40:00,20.06,38.79
C300,2024-04-01 04:40:00,25.16,47.08
A100,2024-04-01 04:50:00,21.41,48.21
B200,2024-04-01 04:50:00,20.86,46.17
C300,2024-04-01 04:50:00,20.01,50.32
A100,2024-04-01 05:00:00,21.2,53.65
B200,2024-04-01 05:00:00,22.97,45.36
C300,2024-04-01 05:00:00,22.22,47.91
A100,2024-04-01 05:10:00,20.02,53.45
B200,2024-04-01 05:10:00,21.76,47.96
C300,2024-04-01 05:10:00,20.29,44.86
A100,2024-04-01 05:20:00,25.98,51.67
B200,2024-04-01 05:20:00,19.82,51.44
C300,2024-04-01 05:20:00,24.12,50.84
A100,2024-04-01 05:30:00,24.75,42.29
B200,2024-04-01 05:30:00,18.02,51.3
C300,2024-04-01 05:30:00,22.55,33.3
A100,2024-04-01 05:40:00,20.75,44.96
B200,2024-04-01 05:40:00,19.22,44.94
C300,2024-04-01 05:40:00,23.19,44.91
A100,2024-04-01 05:50:00,20.03,41.91
B200,2024-04-01 05:50:00,24.54,52.17
C300,2024-04-01 05:50:00,17.02,45.09
A100,2024-04-01 06:00:00,23.06,56.41
B200,2024-04-01 06:00:00,23.68,48.22
C300,2024-04-01 06:00:00,18.14,54.35
A100,2024-04-01 06:10:00,21.41,50.34
B200,2024-04-01 06:10:00,21.65,43.22
C300,2024-04-01 06:10:00,22.73,51.13
A100,2024-04-01 06:20:00,21.15,52.36
B200,2024-04-01 06:20:00,19.25,48.65
C300,2024-04-01 06:20:00,22.05,41.33
A100,2024-04-01 06:30:00,21.89,53.67
B200,2024-04-01 06:30:00,21.39,49.83
C300,2024-04-01 06:30:00,23.12,48.06
A100,2024-04-01 06:40:00,21.4,44.12
B200,2024-04-01 06:40:00,21.97,48.33
C300,2024-04-01 06:40:00,23.0,52.82
A100,2024-04-01 06:50:00,23.58,47.46
B200,2024-04-01 06:50:00,17.65,53.71
C300,2024-04-01 06:50:00,22.86,46.82
A100,2024-04-01 07:00:00,23.11,42.76
B200,2024-04-01 07:00:00,24.06,48.33
C300,2024-04-01 07:00:00,20.34,46.89
A100,2024-04-01 07:10:00,21.54,49.94
B200,2024-04-01 07:10:00,22.1,47.85
C300,2024-04-01 07:10:00,22.4,50.04
A100,2024-04-01 07:20:00,20.7,46.01
B200,2024-04-01 07:20:00,23.22,52.62
C300,2024-04-01 07:20:00,22.11,54.62
A100,2024-04-01 07:30:00,18.08,47.18
B200,2024-04-01 07:30:00,19.69,61.28
C300,2024-04-01 07:30:00,23.43,49.6
A100,2024-04-01 07:40:00,23.57,55.58
B200,2024-04-01 07:40:00,24.21,54.61
C300,2024-04-01 07:40:00,21.47,47.49
A100,2024-04-01 07:50:00,20.08,52.51
B200,2024-04-01 07:50:00,21.68,47.91
C300,2024-04-01 07:50:00,21.06,57.25
A100,2024-04-01 08:00:00,23.91,59.15
B200,2024-04-01 08:00:00,23.06,50.28
C300,2024-04-01 08:00:00,21.95,44.9
A100,2024-04-01 08:10:00,19.48,52.54
B200,2024-04-01 08:10:00,20.13,51.06
C300,2024-04-01 08:10:00,24.23,46.67
A100,2024-04-01 08:20:00,26.02,45.05
B200,2024-04-01 08:20:00,23.98,52.12
C300,2024-04-01 08:20:00,24.39,44.42
A100,2024-04-01 08:30:00,26.61,49.11
B200,2024-04-01 08:30:00,23.35,57.22
C300,2024-04-01 08:30:00,20.79,54.13
A100,2024-04-01 08:40:00,20.46,56.98
B200,2024-04-01 08:40:00,20.48,50.19
C300,2024-04-01 08:40:00,22.61,53.92
A100,2024-04-01 08:50:00,25.94,47.74
B200,2024-04-01 08:50:00,24.28,59.85
C300,2024-04-01 08:50:00,22.33,47.25
A100,2024-04-01 09:00:00,18.54,59.42
B200,2024-04-01 09:00:00,21.51,44.99
C300,2024-04-01 09:00:00,19.28,44.98
A100,2024-04-01 09:10:00,23.84,55.29
B200,2024-04-01 09:10:00,23.3,50.66
C300,2024-04-01 09:10:00,19.51,46.35
A100,2024-04-01 09:20:00,19.79,52.86
B200,2024-04-01 09:20:00,19.87,46.43
C300,2024-04-01 09:20:00,21.63,41.65
A100,2024-04-01 09:30:00,22.09,49.46
B200,2024-04-01 09:30:00,24.37,45.9
C300,2024-04-01 09:30:00,19.4,48.13
A100,2024-04-01 09:40:00,19.8,50.2
B200,2024-04-01 09:40:00,18.28,46.97
C300,2024-04-01 09:40:00,20.14,52.84
A100,2024-04-01 09:50:00,20.38,41.32
B200,2024-04-01 09:50:00,21.6,51.6
C300,2024-04-01 09:50:00,21.46,46.94
A100,2024-04-01 10:00:00,20.66,50.56
B200,2024-04-01 10:00:00,20.22,48.36
C300,2024-04-01 10:00:00,23.5,43.49
A100,2024-04-01 10:10:00,21.91,41.06
B200,2024-04-01 10:10:00,22.46,45.11
C300,2024-04-01 10:10:00,24.04,42.62
A100,2024-04-01 10:20:00,22.88,56.11
B200,2024-04-01 10:20:00,19.94,45.69
C300,2024-04-01 10:20:00,20.11,47.57
A100,2024-04-01 10:30:00,23.03,47.16
B200,2024-04-01 10:30:00,19.76,39.91
C300,2024-04-01 10:30:00,25.2,58.4
A100,2024-04-01 10:40:00,23.12,45.95
B200,2024-04-01 10:40:00,23.5,54.74
C300,2024-04-01 10:40:00,21.49,50.21
A100,2024-04-01 10:50:00,24.46,41.8
B200,2024-04-01 10:50:00,24.0,48.45
C300,2024-04-01 10:50:00,19.77,44.85
A100,2024-04-01 11:00:00,20.27,43.95
B200,2024-04-01 11:00:00,25.54,52.46
C300,2024-04-01 11:00:00,24.13,52.81
A100,2024-04-01 11:10:00,22.12,50.37
B200,2024-04-01 11:10:00,21.2,48.42
C300,2024-04-01 11:10:00,19.18,55.41
A100,2024-04-01 11:20:00,18.37,44.71
B200,2024-04-01 11:20:00,26.02,50.68
C300,2024-04-01 11:20:00,22.36,53.19
A100,2024-04-01 11:30:00,18.92,43.03
B200,2024-04-01 11:30:00,21.11,45.48
C300,2024-04-01 11:30:00,21.85,52.43
A100,2024-04-01 11:40:00,24.78,54.06
B200,2024-04-01 11:40:00,20.01,48.13
C300,2024-04-01 11:40:00,20.71,44.92
A100,2024-04-01 11:50:00,19.51,58.32
B200,2024-04-01 11:50:00,22.02,48.88
C300,2024-04-01 11:50:00,22.97,52.67
A100,2024-04-01 12:00:00,24.24,46.28
B200,2024-04-01 12:00:00,22.81,45.44
C300,2024-04-01 12:00:00,21.62,50.28
A100,2024-04-01 12:10:00,22.31,50.55
B200,2024-04-01 12:10:00,23.6,47.02
C300,2024-04-01 12:10:00,22.36,46.21
A100,2024-04-01 12:20:00,27.84,45.44
B200,2024-04-01 12:20:00,20.6,54.41
C300,2024-04-01 12:20:00,21.14,54.42
A100,2024-04-01 12:30:00,22.31,47.98
B200,2024-04-01 12:30:00,20.49,46.06
C300,2024-04-01 12:30:00,21.22,49.13
A100,2024-04-01 12:40:00,20.34,49.45
B200,2024-04-01 12:40:00,19.81,53.78
C300,2024-04-01 12:40:00,23.89,46.48
A100,2024-04-01 12:50:00,20.48,50.89
B200,2024-04-01 12:50:00,24.53,57.43
C300,2024-04-01 12:50:00,19.19,55.03
A100,2024-04-01 13:00:00,21.88,49.79
B200,2024-04-01 13:00:00,23.01,47.6
C300,2024-04-01 13:00:00,24.19,57.12
A100,2024-04-01 13:10:00,24.92,40.78
B200,2024-04-01 13:10:00,21.54,40.32
C300,2024-04-01 13:10:00,20.47,38.01
A100,2024-04-01 13:20:00,22.9,51.1
B200,2024-04-01 13:20:00,21.13,46.04
C300,2024-04-01 13:20:00,22.63,44.94
A100,2024-04-01 13:30:00,19.84,43.99
B200,2024-04-01 13:30:00,21.59,47.09
C300,2024-04-01 13:30:00,21.23,52.61
A100,2024-04-01 13:40:00,23.93,57.25
B200,2024-04-01 13:40:00,22.12,51.74
C300,2024-04-01 13:40:00,22.38,41.63
A100,2024-04-01 13:50:00,21.26,48.17
B200,2024-04-01 13:50:00,20.98,49.8
C300,2024-04-01 13:50:00,21.56,45.07
A100,2024-04-01 14:00:00,21.7,46.8
B200,2024-04-01 14:00:00,16.76,43.01
C300,2024-04-01 14:00:00,22.18,55.46
A100,2024-04-01 14:10:00,17.15,45.65
B200,2024-04-01 14:10:00,22.86,54.39
C300,2024-04-01 14:10:00,21.16,46.59
A100,2024-04-01 14:20:00,24.44,53.98
B200,2024-04-01 14:20:00,23.72,47.66
C300,2024-04-01 14:20:00,24.23,40.27
A100,2024-04-01 14:30:00,24.26,49.67
B200,2024-04-01 14:30:00,22.26,45.27
C300,2024-04-01 14:30:00,18.37,50.54
A100,2024-04-01 14:40:00,23.1,53.51
B200,2024-04-01 14:40:00,23.19,51.84
C300,2024-04-01 14:40:00,20.15,53.84
A100,2024-04-01 14:50:00,19.93,55.54
B200,2024-04-01 14:50:00,21.83,49.75
C300,2024-04-01 14:50:00,23.73,55.01
A100,2024-04-01 15:00:00,23.54,45.9
B200,2024-04-01 15:00:00,23.53,45.93
C300,2024-04-01 15:00:00,23.58,42.87
A100,2024-04-01 15:10:00,21.81,45.9
B200,2024-04-01 15:10:00,23.74,55.58
C300,2024-04-01 15:10:00,22.4,50.83
A100,2024-04-01 15:20:00,23.41,55.61
B200,2024-04-01 15:20:00,22.07,47.5
C300,2024-04-01 15:20:00,23.29,40.71
A100,2024-04-01 15:30:00,23.82,46.45
B200,2024-04-01 15:30:00,21.52,54.58
C300,2024-04-01 15:30:00,21.17,53.24
A100,2024-04-01 15:40:00,24.28,50.55
B200,2024-04-01 15:40:00,22.62,49.4
C300,2024-04-01 15:40:00,22.23,44.42
A100,2024-04-01 15:50:00,21.41,43.56
B200,2024-04-01 15:50:00,20.2,39.99
C300,2024-04-01 15:50:00,22.53,58.46
A100,2024-04-01 16:00:00,21.09,54.83
B200,2024-04-01 16:00:00,24.25,44.0
C300,2024-04-01 16:00:00,20.03,54.95
A100,2024-04-01 16:10:00,21.82,43.55
B200,2024-04-01 16:10:00,20.73,52.1
C300,2024-04-01 16:10:00,20.41,36.13
A100,2024-04-01 16:20:00,21.36,48.8
B200,2024-04-01 16:20:00,22.02,56.29
C300,2024-04-01 16:20:00,22.11,51.21
A100,2024-04-01 16:30:00,24.11,50.05
B200,2024-04-01 16:30:00,26.27,43.68
C300,2024-04-01 16:30:00,20.13,53.07
A100,2024-04-01 16:40:00,24.51,49.0
B200,2024-04-01 16:40:00,19.98,58.8
C300,2024-04-01 16:40:00,20.42,51.7
A100,2024-04-01 16:50:00,24.63,47.79
B200,2024-04-01 16:50:00,20.76,47.23
C300,2024-04-01 16:50:00,23.8,55.3
A100,2024-04-01 17:00:00,22.07,59.42
B200,2024-04-01 17:00:00,22.06,56.46
C300,2024-04-01 17:00:00,21.14,61.67
A100,2024-04-01 17:10:00,25.14,49.36
B200,2024-04-01 17:10:00,24.87,56.92
C300,2024-04-01 17:10:00,25.11,37.59
A100,2024-04-01 17:20:00,23.44,52.71
B200,2024-04-01 17:20:00,22.94,51.09
C300,2024-04-01 17:20:00,22.5,56.42
A100,2024-04-01 17:30:00,23.08,51.08
B200,2024-04-01 17:30:00,24.28,52.09
C300,2024-04-01 17:30:00,23.03,59.34
A100,2024-04-01 17:40:00,21.13,42.42
B200,2024-04-01 17:40:00,22.14,51.07
C300,2024-04-01 17:40:00,23.44,50.54
A100,2024-04-01 17:50:00,23.51,62.52
B200,2024-04-01 17:50:00,23.6,54.89
C300,2024-04-01 17:50:00,21.74,43.07
A100,2024-04-01 18:00:00,17.4,47.41
B200,2024-04-01 18:00:00,16.84,52.57
C300,2024-04-01 18:00:00,21.23,43.43
A100,2024-04-01 18:10:00,22.26,46.31
B200,2024-04-01 18:10:00,22.9,53.54
C300,2024-04-01 18:10:00,20.6,48.81
A100,2024-04-01 18:20:00,22.43,42.96
B200,2024-04-01 18:20:00,22.43,42.84
C300,2024-04-01 18:20:00,23.13,47.82
A100,2024-04-01 18:30:00,19.13,47.1
B200,2024-04-01 18:30:00,20.92,55.34
C300,2024-04-01 18:30:00,22.35,45.22
A100,2024-04-01 18:40:00,25.3,53.13
B200,2024-04-01 18:40:00,21.33,42.23
C300,2024-04-01 18:40:00,21.15,48.9
A100,2024-04-01 18:50:00,22.74,53.04
B200,2024-04-01 18:50:00,23.61,41.94
C300,2024-04-01 18:50:00,22.42,49.2
A100,2024-04-01 19:00:00,27.36,50.32
B200,2024-04-01 19:00:00,20.75,50.55
C300,2024-04-01 19:00:00,21.98,40.05
A100,2024-04-01 19:10:00,22.82,48.45
B200,2024-04-01 19:10:00,21.95,45.63
C300,2024-04-01 19:10:00,19.81,54.39
A100,2024-04-01 19:20:00,24.22,52.09
B200,2024-04-01 19:20:00,18.38,52.42
C300,2024-04-01 19:20:00,18.41,46.69
A100,2024-04-01 19:30:00,23.73,53.29
B200,2024-04-01 19:30:00,22.91,56.56
C300,2024-04-01 19:30:00,23.12,39.9
A100,2024-04-01 19:40:00,21.26,49.79
B200,2024-04-01 19:40:00,21.68,46.91
C300,2024-04-01 19:40:00,19.94,62.0
A100,2024-04-01 19:50:00,21.22,61.76
B200,2024-04-01 19:50:00,19.72,53.29
C300,2024-04-01 19:50:00,22.46,45.39
A100,2024-04-01 20:00:00,21.06,49.92
B200,2024-04-01 20:00:00,20.31,48.72
C300,2024-04-01 20:00:00,17.27,53.56
A100,2024-04-01 20:10:00,24.45,52.27
B200,2024-04-01 20:10:00,26.53,53.41
C300,2024-04-01 20:10:00,24.29,56.19
A100,2024-04-01 20:20:00,16.5,52.12
B200,2024-04-01 20:20:00,19.23,44.1
C300,2024-04-01 20:20:00,19.99,48.44
A100,2024-04-01 20:30:00,23.3,52.17
B200,2024-04-01 20:30:00,21.97,53.61
C300,2024-04-01 20:30:00,23.57,52.21
A100,2024-04-01 20:40:00,18.55,46.3
B200,2024-04-01 20:40:00,22.05,53.67
C300,2024-04-01 20:40:00,19.34,49.94
A100,2024-04-01 20:50:00,18.87,55.13
B200,2024-04-01 20:50:00,22.48,43.27
C300,2024-04-01 20:50:00,19.29,51.94
A100,2024-04-01 21:00:00,24.75,44.52
B200,2024-04-01 21:00:00,23.57,47.29
C300,2024-04-01 21:00:00,23.65,53.42
A100,2024-04-01 21:10:00,22.31,40.83
B200,2024-04-01 21:10:00,23.36,52.51
C300,2024-04-01 21:10:00,22.82,50.98
A100,2024-04-01 21:20:00,20.24,55.41
B200,2024-04-01 21:20:00,23.8,44.62
C300,2024-04-01 21:20:00,24.63,50.66
A100,2024-04-01 21:30:00,22.26,49.12
B200,2024-04-01 21:30:00,21.84,56.85
C300,2024-04-01 21:30:00,24.07,55.06
A100,2024-04-01 21:40:00,22.37,54.45
B200,2024-04-01 21:40:00,20.33,52.92
C300,2024-04-01 21:40:00,21.69,39.7
A100,2024-04-01 21:50:00,18.83,46.69
B200,2024-04-01 21:50:00,22.83,46.69
C300,2024-04-01 21:50:00,20.82,53.82
A100,2024-04-01 22:00:00,20.89,56.65
B200,2024-04-01 22:00:00,24.33,50.11
C300,2024-04-01 22:00:00,23.51,53.09
A100,2024-04-01 22:10:00,21.51,54.31
B200,2024-04-01 22:10:00,24.02,45.24
C300,2024-04-01 22:10:00,22.31,50.71
A100,2024-04-01 22:20:00,23.7,47.78
B200,2024-04-01 22:20:00,20.8,50.84
C300,2024-04-01 22:20:00,24.36,44.0
A100,2024-04-01 22:30:00,19.95,47.4
B200,2024-04-01 22:30:00,21.31,41.17
C300,2024-04-01 22:30:00,25.0,49.35
A100,2024-04-01 22:40:00,21.44,58.11
B200,2024-04-01 22:40:00,23.44,47.32
C300,2024-04-01 22:40:00,22.33,49.79
A100,2024-04-01 22:50:00,24.9,49.16
B200,2024-04-01 22:50:00,19.12,40.61
C300,2024-04-01 22:50:00,24.95,46.06
A100,2024-04-01 23:00:00,23.34,50.36
B200,2024-04-01 23:00:00,21.17,48.7
C300,2024-04-01 23:00:00,25.17,42.76
A100,2024-04-01 23:10:00,21.23,54.53
B200,2024-04-01 23:10:00,19.43,56.59
C300,2024-04-01 23:10:00,23.78,51.36
A100,2024-04-01 23:20:00,20.99,42.94
B200,2024-04-01 23:20:00,23.41,63.74
C300,2024-04-01 23:20:00,22.29,40.87
A100,2024-04-01 23:30:00,22.92,54.3
B200,2024-04-01 23:30:00,20.16,46.77
C300,2024-04-01 23:30:00,20.51,47.34
A100,2024-04-01 23:40:00,21.66,45.7
B200,2024-04-01 23:40:00,19.53,50.87
C300,2024-04-01 23:40:00,21.63,47.82
A100,2024-04-01 23:50:00,22.17,42.4
B200,2024-04-01 23:50:00,22.53,47.92
C300,2024-04-01 23:50:00,22.48,52.0
A100,2024-04-02 00:00:00,24.26,50.51
B200,2024-04-02 00:00:00,24.13,48.39
C300,2024-04-02 00:00:00,21.45,49.55
A100,2024-04-02 00:10:00,23.55,53.15
B200,2024-04-02 00:10:00,22.27,43.86
C300,2024-04-02 00:10:00,23.23,45.69
A100,2024-04-02 00:20:00,20.17,44.31
B200,2024-04-02 00:20:00,21.83,56.06
C300,2024-04-02 00:20:00,20.07,58.39
A100,2024-04-02 00:30:00,23.82,42.68
B200,2024-04-02 00:30:00,21.23,44.8
C300,2024-04-02 00:30:00,23.33,45.06
A100,2024-04-02 00:40:00,18.76,48.37
B200,2024-04-02 00:40:00,24.34,49.04
C300,2024-04-02 00:40:00,22.8,52.19
A100,2024-04-02 00:50:00,18.98,45.5
B200,2024-04-02 00:50:00,22.01,47.21
C300,2024-04-02 00:50:00,25.41,43.86
A100,2024-04-02 01:00:00,20.18,51.45
B200,2024-04-02 01:00:00,20.74,35.54
C300,2024-04-02 01:00:00,25.87,44.63
A100,2024-04-02 01:10:00,23.12,43.73
B200,2024-04-02 01:10:00,20.27,41.89
C300,2024-04-02 01:10:00,20.52,46.78
A100,2024-04-02 01:20:00,21.73,48.14
B200,2024-04-02 01:20:00,19.12,47.38
C300,2024-04-02 01:20:00,24.89,56.64
A100,2024-04-02 01:30:00,22.91,53.32
B200,2024-04-02 01:30:00,26.12,52.86
C300,2024-04-02 01:30:00,23.29,42.18
A100,2024-04-02 01:40:00,19.77,49.84
B200,2024-04-02 01:40:00,20.39,45.01
C300,2024-04-02 01:40:00,20.24,42.88
A100,2024-04-02 01:50:00,20.42,51.7
B200,2024-04-02 01:50:00,25.59,53.98
C300,2024-04-02 01:50:00,23.27,41.88
A100,2024-04-02 02:00:00,22.24,49.67
B200,2024-04-02 02:00:00,22.58,48.2
C300,2024-04-02 02:00:00,25.32,50.26
A100,2024-04-02 02:10:00,22.3,40.19
B200,2024-04-02 02:10:00,21.79,55.75
C300,2024-04-02 02:10:00,23.11,39.22
A100,2024-04-02 02:20:00,21.1,58.66
B200,2024-04-02 02:20:00,21.7,51.61
C300,2024-04-02 02:20:00,25.24,49.23
A100,2024-04-02 02:30:00,23.58,52.06
B200,2024-04-02 02:30:00,23.25,51.9
C300,2024-04-02 02:30:00,20.9,47.76
A100,2024-04-02 02:40:00,20.29,41.8
B200,2024-04-02 02:40:00,24.49,50.05
C300,2024-04-02 02:40:00,24.39,57.83
A100,2024-04-02 02:50:00,22.11,43.43
B200,2024-04-02 02:50:00,21.61,46.64
C300,2024-04-02 02:50:00,18.04,47.49
A100,2024-04-02 03:00:00,21.86,46.78
B200,2024-04-02 03:00:00,20.46,43.61
C300,2024-04-02 03:00:00,22.39,59.35
A100,2024-04-02 03:10:00,24.56,53.27
B200,2024-04-02 03:10:00,23.35,49.34
C300,2024-04-02 03:10:00,18.39,48.15
A100,2024-04-02 03:20:00,20.06,50.77
B200,2024-04-02 03:20:00,24.47,59.87
C300,2024-04-02 03:20:00,22.13,41.66
A100,2024-04-02 03:30:00,22.13,50.45
B200,2024-04-02 03:30:00,23.36,49.9
C300,2024-04-02 03:30:00,22.13,46.84
A100,2024-04-02 03:40:00,21.38,52.57
B200,2024-04-02 03:40:00,17.98,48.41
C300,2024-04-02 03:40:00,23.38,58.2
A100,2024-04-02 03:50:00,21.2,55.93
B200,2024-04-02 03:50:00,25.38,48.07
C300,2024-04-02 03:50:00,20.88,49.09
A100,2024-04-02 04:00:00,21.84,55.45
B200,2024-04-02 04:00:00,20.45,57.69
C300,2024-04-02 04:00:00,20.4,43.68
A100,2024-04-02 04:10:00,23.05,56.15
B200,2024-04-02 04:10:00,22.36,52.18
C300,2024-04-02 04:10:00,25.91,56.22
A100,2024-04-02 04:20:00,22.06,47.84
B200,2024-04-02 04:20:00,24.19,54.15
C300,2024-04-02 04:20:00,22.84,48.36
A100,2024-04-02 04:30:00,21.85,49.26
B200,2024-04-02 04:30:00,21.38,46.99
C300,2024-04-02 04:30:00,22.53,46.77
A100,2024-04-02 04:40:00,22.35,39.5
B200,2024-04-02 04:40:00,20.8,55.49
C300,2024-04-02 04:40:00,20.2,52.96
A100,2024-04-02 04:50:00,20.37,53.88
B200,2024-04-02 04:50:00,21.41,48.32
C300,2024-04-02 04:50:00,22.11,43.28
A100,2024-04-02 05:00:00,23.94,56.52
B200,2024-04-02 05:00:00,21.28,52.62
C300,2024-04-02 05:00:00,23.56,49.54
A100,2024-04-02 05:10:00,19.78,57.97
B200,2024-04-02 05:10:00,21.21,46.95
C300,2024-04-02 05:10:00,25.28,53.05
A100,2024-04-02 05:20:00,22.51,45.15
B200,2024-04-02 05:20:00,23.61,64.48
C300,2024-04-02 05:20:00,23.76,52.48
A100,2024-04-02 05:30:00,23.44,48.36
B200,2024-04-02 05:30:00,21.32,48.25
C300,2024-04-02 05:30:00,20.85,48.24
A100,2024-04-02 05:40:00,21.29,48.78
B200,2024-04-02 05:40:00,21.45,51.22
C300,2024-04-02 05:40:00,22.16,50.84
A100,2024-04-02 05:50:00,25.04,50.38
B200,2024-04-02 05:50:00,26.42,51.76
C300,2024-04-02 05:50:00,21.11,56.75
A100,2024-04-02 06:00:00,21.84,38.03
B200,2024-04-02 06:00:00,21.99,48.75
C300,2024-04-02 06:00:00,25.21,45.51
A100,2024-04-02 06:10:00,21.33,56.34
B200,2024-04-02 06:10:00,22.79,49.14
C300,2024-04-02 06:10:00,20.49,51.76
A100,2024-04-02 06:20:00,21.94,46.16
B200,2024-04-02 06:20:00,20.57,45.93
C300,2024-04-02 06:20:00,20.01,54.67
A100,2024-04-02 06:30:00,23.6,54.68
B200,2024-04-02 06:30:00,22.01,48.79
C300,2024-04-02 06:30:00,21.55,55.11
A100,2024-04-02 06:40:00,18.36,47.43
B200,2024-04-02 06:40:00,20.23,56.8
C300,2024-04-02 06:40:00,21.05,41.82
A100,2024-04-02 06:50:00,22.45,48.15
B200,2024-04-02 06:50:00,20.89,46.7
C300,2024-04-02 06:50:00,20.6,53.54
A100,2024-04-02 07:00:00,22.45,49.01
B200,2024-04-02 07:00:00,19.8,49.16
C300,2024-04-02 07:00:00,22.52,51.49
A100,2024-04-02 07:10:00,22.32,45.39
B200,2024-04-02 07:10:00,17.19,59.0
C300,2024-04-02 07:10:00,19.38,40.18
A100,2024-04-02 07:20:00,22.26,41.46
B200,2024-04-02 07:20:00,20.39,52.74
C300,2024-04-02 07:20:00,25.55,51.94
A100,2024-04-02 07:30:00,21.12,49.74
B200,2024-04-02 07:30:00,18.38,47.75
C300,2024-04-02 07:30:00,21.1,50.77
A100,2024-04-02 07:40:00,25.88,40.32
B200,2024-04-02 07:40:00,21.18,40.83
C300,2024-04-02 07:40:00,20.99,45.68
A100,2024-04-02 07:50:00,19.01,54.57
B200,2024-04-02 07:50:00,22.51,53.98
C300,2024-04-02 07:50:00,20.94,49.65
A100,2024-04-02 08:00:00,25.19,49.99
B200,2024-04-02 08:00:00,23.62,46.91
C300,2024-04-02 08:00:00,23.43,47.26
A100,2024-04-02 08:10:00,18.21,49.96
B200,2024-04-02 08:10:00,21.06,41.88
